MQ135_Analog,MQ3_Analog,MiCS5524_Analog,Output,RSL_Hours
246,206,191,1,91
209,188,155,1,128
833,696,610,0,10
832,1023,937,0,2
718,783,496,0,14
291,146,158,1,108
200,183,166,1,117
159,232,344,1,77
902,529,745,0,13
440,747,665,0,17
290,253,338,1,53
765,795,691,0,7
880,482,754,0,14
935,477,830,0,12
131,327,103,1,113
125,146,100,1,164
1001,546,845,0,6
199,130,192,1,118
618,829,658,0,12
478,723,654,0,12
290,296,119,1,83
639,676,777,0,10
337,259,269,1,65
686,919,657,0,10
135,287,221,1,111
198,100,241,1,113
694,664,672,0,15
453,666,790,0,17
289,224,273,1,66
196,189,166,1,109
778,777,750,0,11
189,316,324,1,69
287,206,100,1,106
706,856,627,0,13
596,934,575,0,13
768,979,543,0,10
855,523,785,0,10
350,164,186,1,81
693,676,755,0,10
281,240,335,1,72
416,628,668,0,16
287,193,121,1,113
136,114,149,1,153
153,196,309,1,96
343,234,229,1,80
244,348,195,1,83
1023,780,899,0,4
918,400,729,0,12
324,230,145,1,102
484,961,547,0,13
669,1022,715,0,7
100,299,140,1,130
187,292,287,1,80
121,179,245,1,127
230,282,301,1,74
647,914,557,0,12
262,183,271,1,77
121,150,232,1,139
643,759,554,0,15
972,671,663,0,8
100,164,175,1,144
599,815,761,0,12
523,1023,772,0,8
322,254,297,1,66
350,213,248,1,69
350,234,142,1,74
724,709,703,0,11
895,826,810,0,5
991,584,743,0,10
925,431,735,0,10
271,113,167,1,131
311,344,255,1,43
328,295,114,1,93
497,906,664,0,13
230,100,314,1,96
590,913,732,0,10
1023,400,564,0,10
106,149,169,1,133
618,589,708,0,12
130,262,210,1,111
673,907,679,0,12
310,229,350,1,65
350,162,315,1,65
187,170,329,1,98
664,968,566,0,11
226,100,234,1,115
199,150,173,1,123
905,451,654,0,14
878,905,965,0,3
1004,497,889,0,6
138,183,214,1,133
943,718,699,0,9
662,772,633,0,14
185,291,133,1,116
562,965,760,0,7
735,659,617,0,13
787,400,636,0,16
693,725,551,0,11
455,667,696,0,15
981,703,912,0,7
155,172,116,1,147
289,118,211,1,101
582,626,720,0,12
575,617,581,0,16
898,408,642,0,12
259,176,190,1,117
772,639,686,0,13
664,706,661,0,13
965,998,881,0,2
175,272,194,1,93
144,175,334,1,105
298,152,230,1,94
116,308,189,1,117
734,816,603,0,13
289,350,119,1,83
716,448,889,0,10
870,647,814,0,8
328,296,199,1,59
912,581,723,0,13
335,219,146,1,91
302,155,139,1,113
184,282,338,1,64
327,147,159,1,96
173,319,328,1,75
585,997,602,0,7
557,629,758,0,11
123,303,148,1,120
206,322,159,1,105
637,928,696,0,8
333,261,133,1,96
253,350,100,1,97
278,288,194,1,85
860,865,1000,0,2
839,449,639,0,15
765,691,680,0,10
1023,673,861,0,6
339,229,291,1,58
522,994,753,0,8
782,530,788,0,11
291,138,230,1,97
497,668,663,0,14
197,100,154,1,146
307,279,113,1,91
159,199,138,1,131
933,997,863,0,5
175,253,111,1,119
336,260,187,1,68
127,241,297,1,101
250,280,289,1,62
830,478,829,0,8
526,849,594,0,11
117,116,100,1,160
221,179,301,1,83
989,400,648,0,13
216,350,119,1,95
609,682,608,0,14
328,348,340,1,24
255,350,219,1,74
560,648,504,0,19
234,272,166,1,97
213,140,284,1,104
854,464,758,0,9
908,608,827,0,8
486,777,644,0,17
156,177,146,1,129
188,295,168,1,95
759,922,794,0,10
462,1023,630,0,13
688,824,503,0,13
274,238,142,1,88
292,291,294,1,59
517,681,504,0,18
311,140,213,1,92
518,732,569,0,15
266,202,285,1,92
963,477,828,0,12
662,703,663,0,13
329,187,230,1,78
118,257,224,1,105
443,743,588,0,15
268,100,151,1,131
659,960,573,0,11
163,156,196,1,138
796,550,772,0,13
627,731,532,0,12
595,805,634,0,15
114,312,219,1,108
347,285,349,1,39
835,866,970,0,7
160,198,145,1,138
190,271,278,1,75
295,223,335,1,62
112,107,139,1,155
727,539,821,0,11
206,342,258,1,59
321,304,346,1,43
132,262,120,1,138
331,149,205,1,105
125,100,310,1,134
795,573,793,0,13
280,297,224,1,82
140,134,181,1,136
185,207,200,1,117
103,248,205,1,124
915,503,781,0,8
152,199,204,1,112
968,449,807,0,10
323,274,145,1,71
964,863,1023,0,2
642,860,534,0,13
198,196,186,1,115
220,173,336,1,80
176,294,237,1,83
589,693,580,0,13
550,832,830,0,11
864,613,879,0,9
587,936,682,0,13
288,318,120,1,84
581,969,573,0,9
886,987,951,0,1
478,880,638,0,14
185,135,287,1,101
155,156,282,1,104
508,987,617,0,12
191,286,336,1,62
260,306,202,1,87
593,856,778,0,9
235,293,165,1,101
786,778,647,0,9
198,282,245,1,98
438,849,732,0,12
650,870,702,0,11
708,862,672,0,8
644,922,652,0,7
942,576,717,0,11
201,210,203,1,114
838,772,931,0,7
972,528,928,0,6
148,122,100,1,144
230,347,116,1,83
940,488,875,0,9
779,636,631,0,12
657,646,671,0,16
181,176,316,1,94
540,699,538,0,18
985,799,956,0,6
455,616,764,0,15
286,208,141,1,94
948,1023,973,0,1
225,346,350,1,36
115,200,140,1,149
108,100,165,1,145
595,924,698,0,9
852,624,756,0,13
862,587,915,0,7
307,150,232,1,96
113,181,305,1,106
839,630,750,0,7
891,927,867,0,2
100,336,283,1,77
319,306,228,1,63
164,100,262,1,136
618,880,619,0,12
532,968,682,0,11
728,985,605,0,11
418,704,734,0,15
822,1008,1023,0,3
454,988,517,0,11
672,713,639,0,12
149,303,149,1,121
101,302,283,1,90
288,132,220,1,104
312,230,234,1,74
350,169,139,1,90
233,276,162,1,90
768,849,878,0,7
635,645,614,0,16
468,769,608,0,17
685,679,888,0,9
194,210,287,1,88
249,334,268,1,58
996,630,715,0,6
133,167,295,1,109
758,760,633,0,8
151,100,260,1,135
914,866,847,0,7
886,715,858,0,4
689,459,854,0,13
282,116,133,1,135
756,633,656,0,14
465,725,537,0,18
350,319,234,1,46
317,193,312,1,65
289,186,172,1,95
720,974,656,0,10
243,247,100,1,105
791,509,689,0,15
927,422,709,0,14
251,147,279,1,91
688,665,818,0,10
218,158,183,1,119
571,632,765,0,10
737,1002,799,0,7
597,588,725,0,16
854,658,694,0,11
507,906,826,0,11
103,136,247,1,122
889,400,580,0,14
724,629,701,0,12
573,813,616,0,10
784,742,787,0,11
278,127,350,1,74
649,644,828,0,13
164,219,350,1,74
151,301,219,1,108
507,705,752,0,15
249,163,211,1,101
664,790,785,0,8
350,278,104,1,83
288,100,100,1,142
765,439,808,0,15
303,244,282,1,69
898,470,747,0,13
338,165,232,1,88
842,898,803,0,7
495,685,781,0,11
174,260,244,1,101
766,553,808,0,13
210,275,293,1,81
173,311,312,1,65
515,813,585,0,15
277,162,233,1,108
239,222,219,1,90
737,434,896,0,9
525,675,612,0,17
340,207,350,1,65
896,986,837,0,2
203,287,214,1,84
506,718,509,0,14
604,863,808,0,10
100,217,202,1,126
189,184,212,1,118
207,250,218,1,96
272,310,344,1,43
108,204,241,1,122
318,236,207,1,72
445,827,741,0,13
100,132,342,1,126
215,161,350,1,77
730,827,781,0,8
622,643,642,0,12
831,509,835,0,11
197,204,234,1,98
233,126,198,1,129
1023,400,719,0,12
100,336,324,1,73
250,100,126,1,142
320,200,136,1,103
1023,560,931,0,7
767,416,730,0,13
496,616,595,0,19
580,1023,723,0,11
895,592,811,0,9
676,810,540,0,11
662,498,782,0,15
938,528,917,0,9
313,215,151,1,99
163,198,202,1,108
689,816,698,0,9
691,723,541,0,14
111,100,276,1,120
676,861,745,0,7
861,801,1023,0,7
265,138,201,1,104
206,278,277,1,73
653,609,585,0,14
837,456,673,0,14
218,272,332,1,74
285,153,144,1,103
102,230,257,1,116
838,511,597,0,14
258,178,138,1,115
932,771,856,0,5
803,634,731,0,9
750,682,677,0,9
631,707,748,0,12
696,723,683,0,9
205,108,315,1,96
247,144,125,1,128
641,921,637,0,13
617,817,578,0,12
890,592,796,0,9
286,143,128,1,108
782,470,816,0,12
965,443,881,0,9
961,700,954,0,5
271,212,217,1,96
189,237,278,1,97
574,692,620,0,16
164,350,150,1,93
777,625,678,0,9
350,271,309,1,52
135,222,337,1,89
829,495,847,0,12
638,845,535,0,11
179,227,220,1,117
145,319,308,1,73
274,234,185,1,86
254,315,101,1,90
836,1014,813,0,2
942,594,893,0,8
245,316,339,1,54
695,824,540,0,9
259,105,285,1,102
290,252,322,1,50
745,703,505,0,15
335,143,175,1,105
305,350,133,1,66
189,274,122,1,118
960,435,648,0,9
798,409,689,0,17
758,781,685,0,12
305,100,325,1,80
484,622,500,0,18
617,1023,620,0,8
540,662,476,0,16
482,760,665,0,15
611,601,700,0,16
492,913,656,0,10
130,267,106,1,119
260,142,293,1,86
189,343,155,1,94
977,790,1023,0,1
177,156,216,1,112
205,329,207,1,75
236,193,283,1,80
970,478,730,0,9
219,205,189,1,118
410,929,667,0,10
343,299,313,1,45
164,121,179,1,144
1023,759,852,0,5
312,338,214,1,66
299,142,161,1,117
149,194,301,1,106
301,100,138,1,111
664,996,546,0,10
652,681,750,0,12
1023,633,802,0,5
172,138,100,1,151
327,255,261,1,58
685,904,769,0,6
627,827,673,0,13
942,423,689,0,13
350,277,219,1,69
568,699,500,0,13
201,100,210,1,131
228,304,163,1,87
573,903,721,0,11
272,227,318,1,64
649,833,765,0,7
306,168,336,1,60
530,789,533,0,14
251,288,241,1,66
178,130,298,1,107
183,328,306,1,70
583,720,796,0,11
490,802,634,0,16
736,562,881,0,8
180,236,152,1,124
329,334,272,1,47
481,758,572,0,17
1007,600,781,0,6
238,217,109,1,121
650,679,610,0,14
214,165,141,1,115
182,259,286,1,77
194,122,318,1,97
262,279,213,1,90
467,729,782,0,11
274,321,136,1,75
474,808,562,0,12
724,608,634,0,13
686,1022,642,0,10
738,503,733,0,13
201,229,143,1,106
275,106,214,1,103
319,158,350,1,55
710,609,804,0,13
260,313,285,1,72
761,704,682,0,9
754,678,633,0,13
873,587,721,0,8
471,841,666,0,12
733,730,496,0,12
298,127,124,1,120
342,270,155,1,73
780,492,661,0,14
115,182,100,1,146
607,670,484,0,13
897,858,980,0,1
960,823,943,0,3
190,218,140,1,111
892,494,673,0,10
180,119,208,1,138
202,109,204,1,127
247,336,309,1,55
174,350,258,1,86
908,752,898,0,6
185,314,294,1,70
336,289,283,1,49
780,566,808,0,13
714,407,645,0,17
947,430,761,0,11
307,121,350,1,84
112,209,310,1,96
976,1023,906,0,2
903,417,806,0,11
103,179,168,1,134
100,157,305,1,129
779,912,641,0,9
306,150,100,1,107
248,184,348,1,72
705,624,734,0,13
1012,826,826,0,2
825,596,680,0,14
809,404,870,0,14
322,232,266,1,56
637,997,732,0,6
197,226,330,1,85
158,234,328,1,90
154,234,341,1,89
327,335,146,1,60
828,501,781,0,9
297,100,235,1,94
157,151,325,1,109
244,182,218,1,103
350,305,100,1,71
197,100,348,1,93
560,653,489,0,19
191,265,124,1,115
121,350,159,1,107
272,200,347,1,63
175,101,249,1,129
334,156,120,1,107
280,155,279,1,96
266,247,113,1,107
854,794,940,0,6
849,959,840,0,4
1023,750,836,0,8
578,968,792,0,6
978,583,795,0,7
986,597,924,0,4
321,200,316,1,66
316,271,109,1,100
622,911,577,0,8
242,193,103,1,116
681,587,950,0,7
711,822,627,0,9
495,731,720,0,13
552,797,822,0,10
167,326,216,1,84
148,131,307,1,111
232,119,146,1,126
288,268,100,1,99
854,573,656,0,13
162,305,350,1,62
441,917,517,0,13
854,508,606,0,15
675,770,526,0,14
286,247,250,1,70
817,531,790,0,11
741,469,937,0,12
1013,454,698,0,12
289,179,272,1,76
188,197,283,1,94
961,633,673,0,8
683,584,679,0,15
315,174,301,1,66
742,538,708,0,14
948,861,929,0,2
194,205,349,1,83
494,733,760,0,10
186,141,237,1,126
520,576,535,0,18
946,435,651,0,10
748,464,685,0,16
165,349,210,1,89
208,259,236,1,89
665,774,628,0,10
193,212,211,1,98
565,946,557,0,12
772,643,725,0,10
168,332,157,1,101
768,467,623,0,14
289,118,342,1,89
505,861,604,0,14
513,1001,513,0,14
100,276,312,1,102
269,127,244,1,98
196,204,172,1,125
920,585,643,0,13
525,652,762,0,13
105,208,341,1,93
295,345,211,1,59
853,647,563,0,11
750,858,957,0,7
237,287,165,1,86
310,238,274,1,60
140,212,160,1,136
175,235,168,1,118
281,100,240,1,99
226,129,307,1,95
329,141,182,1,97
229,211,308,1,87
220,112,129,1,136
505,852,523,0,14
162,179,183,1,114
810,663,672,0,9
254,248,176,1,102
139,308,241,1,84
971,677,884,0,6
131,201,295,1,98
582,712,587,0,14
698,777,812,0,12
621,877,476,0,16
159,219,102,1,142
880,797,988,0,5
674,761,585,0,15
309,193,259,1,69
177,307,211,1,82
206,192,350,1,74
845,538,642,0,11
125,323,225,1,97
350,329,124,1,77
969,508,761,0,8
210,120,244,1,112
596,1021,787,0,9
950,451,701,0,10
699,838,735,0,7
662,750,522,0,13
332,350,318,1,30
535,992,734,0,9
313,260,317,1,50
940,946,870,0,3
704,980,728,0,5
763,532,841,0,9
1023,437,652,0,14
457,1018,715,0,8
856,629,815,0,6
447,841,547,0,14
255,327,255,1,54
445,895,575,0,15
905,937,910,0,4
821,763,910,0,5
643,987,657,0,11
124,200,296,1,115
100,115,147,1,151
152,245,286,1,83
450,718,648,0,17
812,435,619,0,12
263,350,341,1,47
279,167,288,1,86
279,264,184,1,79
490,898,744,0,10
1023,818,846,0,3
818,481,736,0,14
703,618,712,0,13
945,519,806,0,8
203,303,319,1,70
178,223,298,1,102
202,330,273,1,79
517,946,804,0,11
220,196,295,1,92
893,575,771,0,12
763,491,771,0,10
1023,400,681,0,12
630,750,724,0,11
232,246,152,1,102
193,241,283,1,84
201,227,121,1,111
983,855,972,0,4
751,550,454,0,14
845,586,621,0,15
580,937,468,0,13
318,250,258,1,57
1023,614,624,0,10
264,313,160,1,93
795,498,896,0,9
135,131,261,1,113
192,273,210,1,93
851,834,1017,0,1
329,209,262,1,81
900,828,843,0,8
458,942,814,0,11
105,272,194,1,126
314,143,131,1,123
113,237,103,1,127
699,799,850,0,9
169,146,229,1,115
670,644,587,0,12
199,125,286,1,102
224,151,188,1,107
955,823,919,0,4
145,299,140,1,113
656,919,695,0,12
179,316,318,1,69
298,308,102,1,81
202,108,258,1,105
320,159,100,1,112
267,324,227,1,64
323,350,302,1,47
676,617,840,0,10
231,201,316,1,91
165,139,264,1,121
131,152,284,1,122
150,248,350,1,76
326,178,121,1,97
258,350,111,1,80
205,156,327,1,100
950,400,857,0,12
129,230,304,1,87
932,657,846,0,6
833,840,1023,0,4
198,125,121,1,141
785,412,760,0,14
179,113,159,1,149
742,832,785,0,7
639,824,618,0,14
758,665,496,0,15
796,631,666,0,9
282,230,320,1,70
681,741,579,0,11
669,647,796,0,10
800,595,852,0,7
216,234,184,1,105
266,269,175,1,86
239,336,350,1,48
259,277,317,1,56
775,596,691,0,12
166,254,297,1,85
265,289,340,1,48
144,192,122,1,132
1023,468,787,0,12
829,454,687,0,15
108,117,100,1,168
699,992,632,0,6
333,187,202,1,95
244,317,289,1,54
461,651,493,0,16
427,971,545,0,15
1004,842,1023,0,4
122,118,143,1,148
511,568,521,0,20
207,153,304,1,88
591,815,570,0,10
533,749,596,0,16
265,331,315,1,40
571,772,804,0,13
985,516,813,0,7
149,159,316,1,103
610,855,737,0,11
327,231,187,1,78
786,644,883,0,6
287,139,246,1,85
100,263,284,1,93
221,193,310,1,89
101,149,159,1,151
222,278,100,1,120
317,282,291,1,49
263,301,112,1,100
486,752,700,0,15
508,727,842,0,11
493,646,656,0,13
433,714,783,0,15
896,930,892,0,6
106,143,291,1,122
589,795,513,0,14
482,734,480,0,15
883,896,1023,0,2
213,208,125,1,118
696,831,583,0,13
221,244,266,1,88
939,446,550,0,15
229,350,165,1,84
588,649,800,0,12
254,109,350,1,94
172,249,178,1,121
832,495,817,0,10
338,263,283,1,47
970,656,768,0,7
291,131,159,1,123
826,400,654,0,15
581,775,772,0,9
211,115,292,1,101
499,939,678,0,14
736,914,654,0,6
769,608,735,0,13
499,845,824,0,12
732,942,817,0,6
630,786,534,0,15
770,476,574,0,16
148,228,200,1,106
187,171,154,1,116
100,265,322,1,93
240,215,232,1,104
175,184,249,1,101
289,234,181,1,88
976,987,943,0,3
265,268,124,1,98
668,915,594,0,8
680,800,583,0,9
982,553,680,0,8
633,799,527,0,15
642,959,795,0,8
711,661,572,0,11
996,636,636,0,8
571,618,699,0,17
329,271,252,1,58
139,100,167,1,155
471,986,777,0,8
568,900,540,0,12
104,175,300,1,124
679,775,622,0,12
582,961,754,0,11
442,811,751,0,12
110,308,247,1,104
182,164,208,1,129
137,100,141,1,154
252,215,225,1,85
118,274,112,1,128
619,952,708,0,8
246,231,241,1,98
149,345,324,1,65
144,350,159,1,99
848,455,739,0,14
224,234,137,1,116
527,618,559,0,14
258,210,117,1,111
823,725,916,0,5
127,211,350,1,98
282,319,276,1,48
430,744,794,0,12
849,758,1020,0,3
155,245,300,1,102
463,765,698,0,15
790,463,950,0,12
177,150,145,1,141
135,350,348,1,59
197,330,331,1,69
610,576,574,0,17
163,239,269,1,93
115,197,130,1,151
145,343,231,1,95
146,350,327,1,64
937,700,883,0,6
314,326,138,1,73
780,803,984,0,4
988,618,860,0,10
284,173,145,1,105
755,446,593,0,15
859,950,985,0,2
1004,566,668,0,8
155,250,262,1,101
728,921,512,0,10
266,166,116,1,130
519,980,681,0,12
792,529,810,0,13
132,292,273,1,98
214,259,225,1,89
291,322,315,1,49
573,795,617,0,13
508,654,542,0,19
329,164,100,1,108
638,978,611,0,13
832,648,588,0,15
755,715,795,0,11
170,217,170,1,130
193,147,220,1,109
648,713,582,0,11
974,594,683,0,9
307,194,190,1,85
564,1023,596,0,11
279,319,248,1,65
906,631,907,0,10
199,104,348,1,109
400,679,587,0,14
240,145,231,1,105
273,242,134,1,111
230,100,284,1,110
105,259,291,1,92
705,835,545,0,10
727,400,749,0,14
590,698,553,0,16
301,245,285,1,70
573,1007,559,0,9
800,654,764,0,12
512,778,660,0,11
292,248,288,1,58
585,673,542,0,13
120,258,324,1,96
283,289,212,1,73
565,775,531,0,14
100,100,258,1,137
484,651,605,0,16
882,806,1023,0,5
211,252,114,1,103
972,1006,807,0,5
350,277,277,1,48
100,187,275,1,117
202,212,100,1,137
350,328,164,1,67
532,733,599,0,12
656,829,592,0,13
989,624,647,0,9
573,812,522,0,15
304,227,191,1,79
513,632,733,0,16
756,637,715,0,9
279,178,201,1,93
589,840,810,0,12
310,208,142,1,89
126,122,223,1,138
315,204,169,1,90
350,141,215,1,84
553,719,693,0,11
100,238,106,1,143
193,127,344,1,92
120,284,158,1,126
299,248,104,1,94
271,218,280,1,66
574,941,667,0,11
624,982,726,0,11
174,133,313,1,107
631,900,672,0,11
233,335,195,1,82
287,306,197,1,70
170,153,256,1,103
338,304,193,1,56
301,176,163,1,106
738,715,584,0,11
407,841,747,0,10
136,209,338,1,84
760,859,699,0,9
555,854,508,0,11
312,178,290,1,75
842,620,750,0,10
939,531,711,0,11
628,837,605,0,13
246,201,132,1,108
263,197,101,1,120
672,858,683,0,9
142,249,288,1,95
172,108,215,1,139
240,252,295,1,73
140,219,318,1,95
459,691,585,0,14
722,709,608,0,9
460,978,733,0,8
321,114,161,1,105
187,141,298,1,113
184,314,164,1,97
228,276,120,1,115
175,230,274,1,107
337,286,342,1,47
100,138,256,1,139
178,327,333,1,61
310,336,242,1,59
166,218,124,1,137
933,581,863,0,10
750,842,850,0,10
141,320,100,1,126
875,672,764,0,10
262,159,302,1,80
113,243,226,1,107
190,100,231,1,132
261,119,259,1,103
266,241,261,1,73
653,930,781,0,6
213,316,311,1,60
272,291,207,1,72
116,121,109,1,168
211,118,180,1,132
548,686,725,0,14
234,127,108,1,143
716,914,606,0,7
590,707,614,0,13
958,640,644,0,7
291,285,170,1,76
889,485,625,0,14
843,740,759,0,8
154,284,250,1,91
188,301,179,1,98
954,898,970,0,1
126,146,102,1,154
602,964,835,0,10
690,905,724,0,7
813,797,929,0,7
777,508,879,0,8
100,119,143,1,155
272,293,275,1,56
646,751,553,0,14
674,975,464,0,13
350,131,346,1,69
848,513,950,0,8
306,329,225,1,72
159,247,283,1,98
536,835,562,0,13
288,128,126,1,132
248,236,313,1,62
177,249,296,1,95
350,151,278,1,80
208,284,100,1,103
736,668,790,0,13
531,993,631,0,9
695,970,670,0,8
678,888,727,0,11
235,252,217,1,89
279,280,152,1,99
770,846,639,0,12
1023,536,861,0,6
303,313,239,1,61
328,112,168,1,97
807,543,841,0,8
264,111,107,1,138
291,100,350,1,72
127,124,100,1,152
187,187,150,1,125
826,831,828,0,6
528,673,747,0,16
123,255,303,1,100
865,916,1006,0,0
318,147,249,1,85
110,125,194,1,136
670,566,555,0,17
234,173,283,1,90
779,778,627,0,7
121,138,143,1,137
946,616,705,0,10
464,735,581,0,14
876,986,852,0,4
746,483,750,0,14
249,100,208,1,110
158,100,323,1,108
567,799,622,0,11
470,707,710,0,16
236,339,312,1,58
579,708,636,0,13
224,124,237,1,121
683,647,813,0,12
502,810,676,0,11
462,952,693,0,10
822,492,846,0,14
159,176,247,1,105
164,316,307,1,63
518,825,497,0,12
113,157,148,1,151
287,295,110,1,91
771,719,608,0,10
350,179,278,1,66
666,657,810,0,8
323,107,303,1,74
327,294,229,1,71
100,137,312,1,128
472,742,752,0,13
334,321,149,1,67
302,271,275,1,53
218,174,124,1,125
196,168,261,1,93
153,170,154,1,127
238,160,194,1,117
143,273,334,1,75
146,138,338,1,106
180,237,216,1,109
286,215,277,1,84
598,731,829,0,9
279,240,339,1,60
189,189,296,1,102
680,700,722,0,12
277,256,107,1,98
611,661,546,0,17
291,273,241,1,60
158,332,271,1,76
716,719,613,0,14
770,477,803,0,10
630,931,549,0,9
150,324,291,1,83
296,350,164,1,62
668,891,525,0,12
221,187,330,1,77
888,400,712,0,12
121,220,223,1,107
196,252,227,1,97
127,189,147,1,134
299,350,350,1,28
315,200,146,1,103
191,347,204,1,71
750,578,627,0,16
235,350,150,1,75
269,134,195,1,101
113,306,224,1,91
217,193,198,1,99
734,465,750,0,14
771,532,608,0,11
288,340,206,1,67
198,299,318,1,67
735,979,798,0,8
957,912,825,0,5
280,330,239,1,69
265,299,141,1,86
100,121,226,1,147
898,809,1022,0,4
664,564,824,0,12
156,227,300,1,82
537,773,761,0,13
325,219,207,1,71
545,639,753,0,15
625,871,786,0,7
1023,506,881,0,8
504,691,594,0,14
845,658,780,0,6
579,758,783,0,11
732,605,827,0,12
971,622,920,0,9
781,681,627,0,11
604,951,514,0,9
292,126,317,1,84
995,454,684,0,13
681,690,783,0,9
122,251,272,1,110
478,1023,720,0,12
140,350,325,1,75
189,224,314,1,85
623,946,819,0,7
794,832,630,0,8
267,350,285,1,56
659,692,774,0,13
695,718,680,0,10
232,292,113,1,96
751,921,799,0,6
538,971,791,0,11
105,205,309,1,110
544,740,746,0,14
266,196,214,1,84
338,292,273,1,50
227,120,179,1,133
138,173,185,1,127
230,194,202,1,97
189,316,210,1,80
100,216,321,1,97
983,1018,925,0,4
262,347,293,1,46
146,222,188,1,122
691,481,950,0,13
171,124,180,1,141
107,112,226,1,136
243,288,132,1,97
775,906,713,0,6
212,203,168,1,105
290,191,292,1,83
491,995,590,0,11
558,886,594,0,10
604,864,620,0,9
100,265,228,1,109
624,806,585,0,11
668,772,479,0,16
771,609,794,0,12
802,461,862,0,13
179,254,131,1,115
266,191,127,1,112
236,162,278,1,102
690,943,621,0,9
897,1023,846,0,4
570,712,619,0,13
249,176,220,1,94
304,299,271,1,52
477,652,733,0,13
123,287,316,1,79
213,350,167,1,92
559,973,665,0,8
319,350,279,1,38
540,835,777,0,13
955,535,818,0,9
872,454,788,0,9
505,937,786,0,9
247,222,275,1,80
697,1023,536,0,7
338,100,272,1,95
509,781,509,0,17
734,707,833,0,10
301,296,126,1,91
321,228,164,1,77
235,100,259,1,103
712,513,803,0,10
202,170,301,1,106
208,301,269,1,77
542,809,751,0,9
752,554,576,0,16
336,321,246,1,59
204,330,159,1,85
574,767,668,0,11
676,862,620,0,9
607,730,749,0,13
666,710,649,0,14
211,228,208,1,97
546,844,787,0,9
589,901,686,0,11
724,776,589,0,14
286,185,276,1,89
677,976,630,0,11
313,320,284,1,58
345,236,285,1,49
937,904,877,0,3
136,115,307,1,108
248,161,290,1,97
109,113,189,1,149
725,436,888,0,10
242,284,191,1,89
887,670,712,0,12
230,283,350,1,61
156,223,292,1,87
269,298,250,1,67
225,274,272,1,73
158,214,320,1,95
842,731,887,0,9
260,161,343,1,84
160,239,196,1,114
350,146,235,1,90
575,903,744,0,7
304,340,215,1,69
611,961,542,0,9
137,117,261,1,127
295,159,311,1,74
623,842,615,0,13
294,276,311,1,62
264,236,188,1,84
760,562,871,0,7
617,935,604,0,10
567,724,571,0,15
243,126,210,1,109
509,810,727,0,9
180,173,180,1,128
408,714,609,0,16
852,481,784,0,13
